record_id,annotator_a,annotator_b,skill_name_a,skill_name_b,label_a,label_b,category_a,category_b,error_type,source_text_a,source_text_b
25,llm,human_b,,phương pháp test,,required_skill,,Testing & QA,llm_omission,,
25,llm,human_b,,truy vấn,,preferred_skill,,Database,llm_omission,,
25,llm,human_b,,cơ sở dữ liệu,,preferred_skill,,Database,llm_omission,,
26,llm,human_b,hệ thống quản trị doanh nghiệp,,preferred_skill,,Domain Knowledge,,llm_hallucination,triển khai phần mềm ERP/MES hoặc các hệ thống quản trị doanh nghiệp khác,
26,llm,human_b,,sản xuất,,required_skill,,Domain Knowledge,llm_omission,,
26,llm,human_b,,kế toán,,required_skill,,Domain Knowledge,llm_omission,,
26,llm,human_b,,nhân sự,,required_skill,,Domain Knowledge,llm_omission,,
26,llm,human_b,,logistics,,required_skill,,Domain Knowledge,llm_omission,,
26,llm,human_b,,tổng hợp,,required_skill,,Soft Skill,llm_omission,,
27,llm,human_b,Microsoft security ecosystem,,required_skill,,Domain Knowledge,,llm_hallucination,experience with Microsoft or any Cloud / On Premises security ecosystem,
27,llm,human_b,MDM,,required_skill,,Tool & Platform,,llm_hallucination,"Microsoft Intune (MDM/MAM, compliance policies)",
27,llm,human_b,MAM,,required_skill,,Tool & Platform,,llm_hallucination,"Microsoft Intune (MDM/MAM, compliance policies)",
27,llm,human_b,SIEM,,required_skill,,Domain Knowledge,,llm_hallucination,SIEM: Microsoft Sentinel and/or Splunk,
27,llm,human_b,Compliance,,required_skill,,Domain Knowledge,,llm_hallucination,Compliance & Governance,
27,llm,human_b,Governance,,required_skill,,Domain Knowledge,,llm_hallucination,Compliance & Governance,
27,llm,human_b,Microsoft Security certifications,,preferred_skill,,Other,,llm_hallucination,"Microsoft Security certifications (SC-200, SC-300, SC-100)",
27,llm,human_b,Cloud security certifications,,preferred_skill,,Other,,llm_hallucination,Cloud security certifications (Azure preferred),
27,llm,human_b,,Cloud,,required_skill,,Infrastructure & DevOps,llm_omission,,
27,llm,human_b,,O365,,required_skill,,Tool & Platform,llm_omission,,
27,llm,human_b,,MDM/MAM,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
27,llm,human_b,,Microsoft Sentinel,,required_skill,,Tool & Platform,llm_omission,,
27,llm,human_b,,Azure-first,,required_skill,,Infrastructure & DevOps,llm_omission,,
27,llm,human_b,,Endpoint threats,,required_skill,,Domain Knowledge,llm_omission,,
27,llm,human_b,,identity threats,,required_skill,,Domain Knowledge,llm_omission,,
27,llm,human_b,,Compliance & Governance,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
27,llm,human_b,,operational leadership,,required_skill,,Soft Skill,llm_omission,,
27,llm,human_b,,decision-making,,required_skill,,Soft Skill,llm_omission,,
27,llm,human_b,,handle high-pressure incident scenarios,,required_skill,,Soft Skill,llm_omission,,
27,llm,human_b,,Process-driven mindset,,required_skill,,Soft Skill,llm_omission,,
27,llm,human_b,,audit-aware mindset,,required_skill,,Soft Skill,llm_omission,,
27,llm,human_b,,Auditor,,preferred_skill,,Other,llm_omission,,
27,llm,human_b,Cloud security ecosystem,Cloud security,required_skill,required_skill,Domain Knowledge,Infrastructure & DevOps,category_disagreement,experience with Microsoft or any Cloud / On Premises security ecosystem,
27,llm,human_b,On Premises security,On Premises security ecosystem,required_skill,required_skill,Domain Knowledge,Infrastructure & DevOps,category_disagreement,Cloud / On Premises security ecosystem,
27,llm,human_b,compliance policies,compliance policies,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,"Microsoft Intune (MDM/MAM, compliance policies)",
27,llm,human_b,Grafana,Grafana,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,"Monitoring & observability: Grafana, Prometheus",
27,llm,human_b,Prometheus,Prometheus,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,"Monitoring & observability: Grafana, Prometheus",
27,llm,human_b,Vulnerability management,Vulnerability management,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,Vulnerability management & scanning tools,
27,llm,human_b,Azure,Azure,required_skill,preferred_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,Cloud security (Azure-first),
27,llm,human_b,ISO 27001,ISO 27001,required_skill,required_skill,Other,Domain Knowledge,category_disagreement,Strong hands-on experience with ISO 27001,
27,llm,human_b,Audit evidence,Audit evidence,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,Experience handling: -Audit evidence,
27,llm,human_b,Control implementation,Control implementation,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,-Control implementation,
27,llm,human_b,Client security assurance,Client security assurance,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,-Client security assurance,
28,llm,human_b,phát triển backend,,required_skill,,Domain Knowledge,,llm_hallucination,Có từ 5 năm kinh nghiệm phát triển backend,
28,llm,human_b,Node.JS,,required_skill,,Framework / Library,,llm_hallucination,Thành thạo 1 trong các ngôn ngữ lập trình Backend: PHP/Python/Node.JS,
28,llm,human_b,lập trình Frontend,,required_skill,,Domain Knowledge,,llm_hallucination,Có kinh nghiệm lập trình Frontend,
28,llm,human_b,kiến trúc Microservices,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,"Kiến thức vững về: OOP, kiến trúc Microservices, Design patterns",
28,llm,human_b,phân tích và giải quyết vấn đề,,required_skill,,Soft Skill,,llm_hallucination,phân tích và giải quyết vấn đề phức tạp,
28,llm,human_b,đào tạo kỹ thuật,,required_skill,,Soft Skill,,llm_hallucination,đào tạo kỹ thuật tốt,
28,llm,human_b,,backend,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
28,llm,human_b,,triển khai hệ thống lớn,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
28,llm,human_b,,scalable,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
28,llm,human_b,,high-performance,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
28,llm,human_b,,real-time,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
28,llm,human_b,,Microservices,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
28,llm,human_b,,phân tích,,required_skill,,Soft Skill,llm_omission,,
28,llm,human_b,,giải quyết vấn đề phức tạp,,required_skill,,Soft Skill,llm_omission,,
28,llm,human_b,Message Queue,Message Queue,required_skill,required_skill,Infrastructure & DevOps,Engineering Concepts & Methodologies,category_disagreement,"Message Queue (Kafka, RabbitMQ)...",
28,llm,human_b,RabbitMQ,RabbitMQ,required_skill,required_skill,Infrastructure & DevOps,Data Engineering & Analytics,category_disagreement,"Message Queue (Kafka, RabbitMQ)...",
29,llm,human_b,định nghĩa giải pháp,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,khả năng định nghĩa giải pháp,
29,llm,human_b,làm việc nhóm,,required_skill,,Soft Skill,,llm_hallucination,Kỹ năng giao tiếp và làm việc nhóm tốt,
29,llm,human_b,,hệ thống quản trị,,required_skill,,Domain Knowledge,llm_omission,,
29,llm,human_b,,phân tích,,required_skill,,Soft Skill,llm_omission,,
29,llm,human_b,,tổng hợp vấn đề,,required_skill,,Soft Skill,llm_omission,,
29,llm,human_b,,nền tảng backend,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
29,llm,human_b,xây dựng hệ thống phần mềm với số lượng người dùng lớn,xây dựng hệ thống phần mềm với số lượng người dùng lớn,required_skill,required_skill,Engineering Concepts & Methodologies,Programming Language,category_disagreement,có kinh nghiệm xây dựng hệ thống phần mềm với số lượng người dùng lớn,
29,llm,human_b,ứng dụng di động,ứng dụng di động,required_skill,required_skill,Other,Engineering Concepts & Methodologies,category_disagreement,Hiểu biết và có kinh nghiệm về ứng dụng di động,
29,llm,human_b,phần mềm nhúng,phần mềm nhúng,required_skill,required_skill,Embedded & Firmware,Domain Knowledge,category_disagreement,"nền tảng backend, phần mềm nhúng, IoT",
3,llm,human_b,JLPT N2,,required_skill,,Other,,llm_hallucination,Japanese proficiency JLPT N2 or higher,
3,llm,human_b,,cloud services,,required_skill,,Cloud & DevOps,llm_omission,,
3,llm,human_b,,training,,required_skill,,Soft Skill,llm_omission,,
3,llm,human_b,,reviewing team members,,required_skill,,Soft Skill,llm_omission,,
3,llm,human_b,,work independently,,required_skill,,Soft Skill,llm_omission,,
3,llm,human_b,,handle issues,,required_skill,,Soft Skill,llm_omission,,
3,llm,human_b,BrSE,BrSE,required_skill,required_skill,Domain Knowledge,Other,category_disagreement,At least 1 year of experience as a BrSE in the IT industry,
3,llm,human_b,AWS,AWS,required_skill,required_skill,Infrastructure & DevOps,Cloud & DevOps,category_disagreement,Hands-on experience with AWS development and cloud services,
30,llm,human_b,Firewall,,required_skill,,Infrastructure & DevOps,,llm_hallucination,Firewall (Fortinet/Palo Alto),
30,llm,human_b,Load Balancer,,required_skill,,Infrastructure & DevOps,,llm_hallucination,Load Balancer (F5/Nginx),
30,llm,human_b,Mạng cloud,,required_skill,,Infrastructure & DevOps,,llm_hallucination,"Mạng cloud (Azure/AWS VNet/VPC, VPN, ExpressRoute)",
30,llm,human_b,,Architect,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
30,llm,human_b,,Lead,,required_skill,,Soft Skill,llm_omission,,
30,llm,human_b,mạng,mạng,required_skill,required_skill,Infrastructure & DevOps,Domain Knowledge,category_disagreement,Tối thiểu 7 năm trong lĩnh vực mạng/an ninh mạng,
30,llm,human_b,an ninh mạng,an ninh mạng,required_skill,required_skill,Infrastructure & DevOps,Domain Knowledge,category_disagreement,Tối thiểu 7 năm trong lĩnh vực mạng/an ninh mạng,
30,llm,human_b,Fortinet,Fortinet,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,Firewall (Fortinet/Palo Alto),
30,llm,human_b,Palo Alto,Palo Alto,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,Firewall (Fortinet/Palo Alto),
30,llm,human_b,F5,F5,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,Load Balancer (F5/Nginx),
30,llm,human_b,VPN,VPN,required_skill,required_skill,Infrastructure & DevOps,Engineering Concepts & Methodologies,category_disagreement,"Mạng cloud (Azure/AWS VNet/VPC, VPN, ExpressRoute)",
31,llm,human_b,xử lý phần mềm,phần mềm,required_skill,required_skill,IT Support & Hardware,Engineering Concepts & Methodologies,category_disagreement,Biết xử lý ... phần mềm,
32,llm,human_b,nghiên cứu,,preferred_skill,,Soft Skill,,llm_hallucination,"Ưu tiên có khả năng nghiên cứu, đọc viết các tài liệu",
32,llm,human_b,"giải pháp phần cứng, phần mềm",,required_skill,,Domain Knowledge,,llm_hallucination,"kinh nghiệm về giải pháp và lên danh mục phần cứng, phần mềm",
32,llm,human_b,private cloud,,required_skill,,Infrastructure & DevOps,,llm_hallucination,Có kinh nghiệm tư vấn về các giải pháp private cloud,
32,llm,human_b,đào tạo,,required_skill,,Soft Skill,,llm_hallucination,"Kỹ năng đào tạo, trình bày giải pháp",
32,llm,human_b,,phần cứng,,required_skill,,IT Support & Hardware,llm_omission,,
32,llm,human_b,,phần mềm,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
32,llm,human_b,,Dell,,required_skill,,Tool & Platform,llm_omission,,
32,llm,human_b,,HPE,,required_skill,,Tool & Platform,llm_omission,,
32,llm,human_b,,Cisco,,required_skill,,Tool & Platform,llm_omission,,
32,llm,human_b,,IBM,,required_skill,,Tool & Platform,llm_omission,,
32,llm,human_b,automation,automation,required_skill,required_skill,Infrastructure & DevOps,Engineering Concepts & Methodologies,category_disagreement,"container, automation, database, AI, cloud",
32,llm,human_b,AI,AI,preferred_skill,required_skill,AI/ML/Data,AI / ML / Data,label_disagreement,"vận hành các lĩnh vực sau là 1 lợi thế: AI, database, cloud",
32,llm,human_b,database,database,preferred_skill,required_skill,Database,Database,label_disagreement,"vận hành các lĩnh vực sau là 1 lợi thế: AI, database, cloud",
32,llm,human_b,cloud,cloud,preferred_skill,required_skill,Infrastructure & DevOps,Infrastructure & DevOps,label_disagreement,"vận hành các lĩnh vực sau là 1 lợi thế: AI, database, cloud",
32,llm,human_b,triển khai hệ thống,triển khai hệ thống,preferred_skill,preferred_skill,Infrastructure & DevOps,Engineering Concepts & Methodologies,category_disagreement,Ưu tiên có kinh nghiệm triển khai hệ thống.,
32,llm,human_b,tư vấn giải pháp CNTT,tư vấn giải pháp CNTT,preferred_skill,preferred_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,Ưu tiên có Kinh nghiệm về tư vấn giải pháp CNTT.,
32,llm,human_b,viết tài liệu kỹ thuật,viết tài liệu kỹ thuật,required_skill,required_skill,Engineering Concepts & Methodologies,Soft Skill,category_disagreement,Kỹ năng viết tài liệu kỹ thuật,
33,llm,human_b,thiết kế lĩnh vực BĐS,,preferred_skill,,Domain Knowledge,,llm_hallucination,Kinh nghiệm thiết kế lĩnh vực BĐS là 1 lợi thế,
33,llm,human_b,nghiên cứu dữ liệu,,required_skill,,Soft Skill,,llm_hallucination,khả năng nghiên cứu dữ liệu,
33,llm,human_b,,gu thẩm mỹ,,required_skill,,Soft Skill,llm_omission,,
33,llm,human_b,,Team Leader,,required_skill,,Other,llm_omission,,
34,llm,human_b,thương mại điện tử,,required_skill,,Domain Knowledge,,llm_hallucination,làm việc với các nền tảng thương mại điện tử,
34,llm,human_b,thanh toán trực tuyến,,preferred_skill,,Domain Knowledge,,llm_hallucination,thanh toán trực tuyến là một lợi thế,
34,llm,human_b,AI,AI,required_skill,required_skill,Tool & Platform,AI / ML / Data,category_disagreement,Có khả năng sử dụng AI tự tìm hiểu và học tập kiến thức,
35,llm,human_b,end-to-end from data to deployment,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,experienced end-to-end from data to deployment,
35,llm,human_b,imaging,,required_skill,,AI/ML/Data,,llm_hallucination,Prior Medical AI experience: imaging,
35,llm,human_b,clinical NLP,,required_skill,,AI/ML/Data,,llm_hallucination,"NLP lâm sàng, EHR/EMR... (clinical NLP, EHR/EMR...)",
35,llm,human_b,HL7,,preferred_skill,,Domain Knowledge,,llm_hallucination,HL7/FHIR,
35,llm,human_b,FHIR,,preferred_skill,,Domain Knowledge,,llm_hallucination,HL7/FHIR,
35,llm,human_b,,nghiên cứu AI,,required_skill,,AI / ML / Data,llm_omission,,
35,llm,human_b,,Thị giác máy tính,,required_skill,,AI / ML / Data,llm_omission,,
35,llm,human_b,,xử lý dữ liệu,,required_skill,,Data Engineering & Analytics,llm_omission,,
35,llm,human_b,,triển khai,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
35,llm,human_b,,prototype fast,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
35,llm,human_b,,iterate on data,,required_skill,,Data Engineering & Analytics,llm_omission,,
35,llm,human_b,,chẩn đoán hình ảnh,,required_skill,,Domain Knowledge,llm_omission,,
35,llm,human_b,,NLP lâm sàng,,required_skill,,Domain Knowledge,llm_omission,,
35,llm,human_b,,CVPR,,required_skill,,Domain Knowledge,llm_omission,,
35,llm,human_b,,HL7/FHIR,,required_skill,,Other,llm_omission,,
35,llm,human_b,PyTorch,PyTorch,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,chuyên sâu về PyTorch/TensorFlow,
35,llm,human_b,TensorFlow,TensorFlow,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,chuyên sâu về PyTorch/TensorFlow,
35,llm,human_b,MONAI,MONAI,preferred_skill,required_skill,AI/ML/Data,AI / ML / Data,label_disagreement,Quen thuộc với các công cụ và tiêu chuẩn như MONAI,
35,llm,human_b,DICOM,DICOM,preferred_skill,required_skill,Domain Knowledge,Other,both_disagreement,"Quen thuộc với các công cụ và tiêu chuẩn như MONAI, DICOM",
35,llm,human_b,HIPAA,HIPAA,preferred_skill,required_skill,Other,Other,label_disagreement,tiêu chuẩn bảo mật dữ liệu y tế (HIPAA / ...),
35,llm,human_b,PDPD,PDPD,preferred_skill,required_skill,Other,Other,label_disagreement,Luật Bảo vệ dữ liệu cá nhân Việt Nam - PDPD,
37,llm,human_b,phần mềm CAE,,preferred_skill,,Tool & Platform,,llm_hallucination,Đã sử dụng thành thạo một/nhiều phần mềm CAE,
37,llm,human_b,,CAE,,required_skill,,Tool & Platform,llm_omission,,
37,llm,human_b,cơ học kết cấu,cơ học kết cấu,required_skill,required_skill,Engineering Concepts & Methodologies,Domain Knowledge,category_disagreement,Có kiến thức cơ bản về cơ học kết cấu và FEA,
37,llm,human_b,đào tạo,đào tạo,preferred_skill,required_skill,Soft Skill,Soft Skill,label_disagreement,Có khả năng đào tạo/hỗ trợ kỹ thuật bằng tiếng Anh,
37,llm,human_b,hỗ trợ kỹ thuật,hỗ trợ kỹ thuật,preferred_skill,required_skill,Soft Skill,IT Support & Hardware,both_disagreement,Có khả năng đào tạo/hỗ trợ kỹ thuật bằng tiếng Anh,
38,llm,human_b,dự án thị trường Nhật Bản,,preferred_skill,,Domain Knowledge,,llm_hallucination,Ưu tiên ứng viên có kinh nghiệm làm việc cho các dự án thị trường Nhật Bản,
39,llm,human_b,Leadership,,required_skill,,Soft Skill,,llm_hallucination,Proven experience leading enterprise-scale data platform initiatives.,
39,llm,human_b,communication,,required_skill,,Soft Skill,,llm_hallucination,Excellent written and verbal communication in English.,
39,llm,human_b,,enterprise-scale data platform initiatives,,required_skill,,Data Engineering & Analytics,llm_omission,,
39,llm,human_b,,collaborative,,required_skill,,Soft Skill,llm_omission,,
39,llm,human_b,data architecture,data architecture,required_skill,required_skill,Engineering Concepts & Methodologies,Data Engineering & Analytics,category_disagreement,8+ years of experience in... data architecture,
39,llm,human_b,database architecture,database architecture,required_skill,required_skill,Engineering Concepts & Methodologies,Database,category_disagreement,Deep understanding of database architecture,
39,llm,human_b,scripting,scripting,required_skill,required_skill,Programming Language,Engineering Concepts & Methodologies,category_disagreement,"Strong scripting, automation, and infrastructure-as-code experience.",
39,llm,human_b,automation,automation,required_skill,required_skill,Infrastructure & DevOps,Engineering Concepts & Methodologies,category_disagreement,"Strong scripting, automation, and infrastructure-as-code experience.",
39,llm,human_b,AI/ML data pipelines,AI/ML data pipelines,preferred_skill,required_skill,AI/ML/Data,AI / ML / Data,label_disagreement,Hands-on exposure to AI/ML data pipelines,
39,llm,human_b,analytics platforms,analytics platforms,preferred_skill,required_skill,Data Engineering & Analytics,Data Engineering & Analytics,label_disagreement,Hands-on exposure to... analytics platforms.,
4,llm,human_b,công cụ mô hình hóa,,required_skill,,Tool & Platform,,llm_hallucination,Kiến thức về UML và các công cụ mô hình hóa,
4,llm,human_b,phát triển phần mềm,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,Kinh nghiệm làm việc trong các dự án phát triển phần mềm,
4,llm,human_b,,phỏng vấn người dùng,,required_skill,,Soft Skill,llm_omission,,
4,llm,human_b,,phân tích,,required_skill,,Soft Skill,llm_omission,,
4,llm,human_b,quy trình nghiệp vụ,quy trình nghiệp vụ,required_skill,required_skill,Engineering Concepts & Methodologies,Domain Knowledge,category_disagreement,Hiểu biết về quy trình nghiệp vụ và mô hình hóa,
4,llm,human_b,mô hình hóa,công cụ mô hình hóa,required_skill,required_skill,Engineering Concepts & Methodologies,Tool & Platform,category_disagreement,Hiểu biết về quy trình nghiệp vụ và mô hình hóa,
4,llm,human_b,UML,UML,required_skill,required_skill,Tool & Platform,Engineering Concepts & Methodologies,category_disagreement,Kiến thức về UML và các công cụ mô hình hóa,
4,llm,human_b,BA,BA,required_skill,required_skill,Engineering Concepts & Methodologies,Domain Knowledge,category_disagreement,Tối thiểu 3 năm kinh nghiệm làm BA,
40,llm,human_b,TAT/SLA,,preferred_skill,,IT Support & Hardware,,llm_hallucination,Ưu tiên ứng viên từng làm trong môi trường dịch vụ kỹ thuật có áp lực về thời gian xử lý (TAT/SLA),
40,llm,human_b,"phân tích triệu chứng, khoanh vùng và xác định nguyên nhân sự cố",,required_skill,,IT Support & Hardware,,llm_hallucination,"Có khả năng phân tích triệu chứng, khoanh vùng và xác định nguyên nhân sự cố",
40,llm,human_b,,Kỹ thuật sửa chữa Laptop,,required_skill,,IT Support & Hardware,llm_omission,,
40,llm,human_b,,Kỹ thuật sửa chữa thiết bị số,,required_skill,,IT Support & Hardware,llm_omission,,
40,llm,human_b,,xử lý thiết bị,,required_skill,,IT Support & Hardware,llm_omission,,
40,llm,human_b,,phần cứng,,required_skill,,IT Support & Hardware,llm_omission,,
40,llm,human_b,,TAT,,preferred_skill,,Engineering Concepts & Methodologies,llm_omission,,
40,llm,human_b,,SLA,,preferred_skill,,Engineering Concepts & Methodologies,llm_omission,,
40,llm,human_b,,phân tích triệu chứng,,required_skill,,Soft Skill,llm_omission,,
40,llm,human_b,,xác định nguyên nhân sự cố,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
41,llm,human_b,đàm phán,,required_skill,,Soft Skill,,llm_hallucination,"Có khả năng giải quyết vấn đề, phân tích, đàm phán, thuyết phục.",
41,llm,human_b,thuyết phục,,required_skill,,Soft Skill,,llm_hallucination,"Có khả năng giải quyết vấn đề, phân tích, đàm phán, thuyết phục.",
41,llm,human_b,ngôn ngữ lập trình,,required_skill,,Programming Language,,llm_hallucination,Am hiểu ngôn ngữ lập trình.,
41,llm,human_b,giải pháp tích hợp với Business Central,,preferred_skill,,Engineering Concepts & Methodologies,,llm_hallucination,phát triển giải pháp tích hợp với Business Central.,
41,llm,human_b,chứng chỉ liên quan đến lập trình ứng dụng,,preferred_skill,,Other,,llm_hallucination,Ưu tiên ứng viên có các chứng chỉ liên quan đến lập trình ứng dụng.,
41,llm,human_b,,phân tích,,required_skill,,Soft Skill,llm_omission,,
41,llm,human_b,,ứng dụng vệ tinh,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
41,llm,human_b,,phát triển giải pháp tích hợp,,preferred_skill,,Engineering Concepts & Methodologies,llm_omission,,
41,llm,human_b,,Business Central,,preferred_skill,,Tool & Platform,llm_omission,,
41,llm,human_b,Microsoft Dynamics 365 Business Central,Microsoft Dynamics 365 Business Central,required_skill,required_skill,Domain Knowledge,Tool & Platform,category_disagreement,Có kinh nghiệm làm việc với Microsoft Dynamics 365 Business Central,
41,llm,human_b,quản lý dự án,quản lý dự án ứng dụng,required_skill,required_skill,Soft Skill,Engineering Concepts & Methodologies,category_disagreement,Kỹ năng quản lý dự án ứng dụng.,
41,llm,human_b,.NET,.NET,required_skill,required_skill,Framework / Library,Programming Language,category_disagreement,"Có kiến thức về ngôn ngữ lập trình .NET, AL.",
42,llm,human_b,phân tích và đánh giá các quy trình và hệ thống công nghệ thông tin,,required_skill,,Engineering Concepts & Methodologies,,llm_hallucination,Có khả năng phân tích và đánh giá các quy trình và hệ thống công nghệ thông tin.,
42,llm,human_b,,lập kế hoạch,,required_skill,,Soft Skill,llm_omission,,
42,llm,human_b,,triển khai,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
42,llm,human_b,,theo dõi tiến độ,,required_skill,,Soft Skill,llm_omission,,
42,llm,human_b,,phân tích,,required_skill,,Soft Skill,llm_omission,,
42,llm,human_b,,đánh giá các quy trình,,required_skill,,Engineering Concepts & Methodologies,llm_omission,,
42,llm,human_b,phát triển phần mềm,phát triển phần mềm,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,Tối thiểu 6-7 năm trong lĩnh vực phát triển phần mềm,
42,llm,human_b,hệ thống phần mềm,hệ thống phần mềm,required_skill,required_skill,Engineering Concepts & Methodologies,Programming Language,category_disagreement,"hệ thống cơ sở dữ liệu, hệ thống phần mềm.",
42,llm,human_b,quản lý dự án,quản lý dự án,required_skill,required_skill,Soft Skill,Engineering Concepts & Methodologies,category_disagreement,"Có khả năng quản lý dự án, bao gồm việc lập kế hoạch",
43,llm,human_b,safety analyses,,required_skill,,Domain Knowledge,,llm_hallucination,"Experience performing safety analyses (FMEDA, DFA, FTA)",
43,llm,human_b,Teamwork,,required_skill,,Soft Skill,,llm_hallucination,Ability to work independently and as part of a team,
43,llm,human_b,,analytical,,required_skill,,Soft Skill,llm_omission,,
43,llm,human_b,,interpersonal,,required_skill,,Soft Skill,llm_omission,,
43,llm,human_b,,work independently,,required_skill,,Soft Skill,llm_omission,,
43,llm,human_b,,automotive communication protocols,,preferred_skill,,Engineering Concepts & Methodologies,llm_omission,,
43,llm,human_b,ISO 26262,ISO 26262,required_skill,required_skill,Other,Domain Knowledge,category_disagreement,In-depth knowledge of the ISO 26262 standard,
43,llm,human_b,FMEDA,FMEDA,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,"safety analyses (FMEDA, DFA, FTA)",
43,llm,human_b,DFA,DFA,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,"safety analyses (FMEDA, DFA, FTA)",
43,llm,human_b,FTA,FTA,required_skill,required_skill,Domain Knowledge,Engineering Concepts & Methodologies,category_disagreement,"safety analyses (FMEDA, DFA, FTA)",
43,llm,human_b,automotive hardware development,automotive hardware,preferred_skill,preferred_skill,Domain Knowledge,IT Support & Hardware,category_disagreement,Experience with automotive hardware and software development,
43,llm,human_b,CAN,CAN,preferred_skill,preferred_skill,Embedded & Firmware,Engineering Concepts & Methodologies,category_disagreement,"automotive communication protocols (CAN, Ethernet)",
44,llm,human_b,tinh thần đồng đội,,required_skill,,Soft Skill,,llm_hallucination,tinh thần đồng đội cao,
44,llm,human_b,,phối hợp,,required_skill,,Soft Skill,llm_omission,,
45,llm,human_b,CI/CD,,required_skill,,Infrastructure & DevOps,,llm_hallucination,"các hệ thống DevOps hiện đại (CI/CD, Docker)",
45,llm,human_b,quản lý nhóm,,required_skill,,Soft Skill,,llm_hallucination,kinh nghiệm quản lý nhóm,
45,llm,human_b,,CI,,required_skill,,Infrastructure & DevOps,llm_omission,,
45,llm,human_b,,CD,,required_skill,,Infrastructure & DevOps,llm_omission,,
45,llm,human_b,,edge,,preferred_skill,,Engineering Concepts & Methodologies,llm_omission,,
45,llm,human_b,,model evaluation,,required_skill,,AI / ML / Data,llm_omission,,
45,llm,human_b,,drift,,required_skill,,AI / ML / Data,llm_omission,,
45,llm,human_b,,retraining,,required_skill,,AI / ML / Data,llm_omission,,
45,llm,human_b,cloud API,cloud API,required_skill,preferred_skill,Engineering Concepts & Methodologies,Infrastructure & DevOps,both_disagreement,"triển khai Backend services (cloud API, edge/on-device là một lợi thế)",
45,llm,human_b,edge/on-device,on-device,preferred_skill,preferred_skill,Domain Knowledge,Infrastructure & DevOps,category_disagreement,edge/on-device là một lợi thế,
45,llm,human_b,model serving,model serving,preferred_skill,preferred_skill,Infrastructure & DevOps,AI / ML / Data,category_disagreement,"làm việc với ML, data pipelines hoặc model serving",
45,llm,human_b,OpenCV,OpenCV,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng thư viện cốt lõi: Pandas, NumPy, OpenCV",
45,llm,human_b,PyTorch,PyTorch,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face",
45,llm,human_b,Scikit-learn,Scikit-learn,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face",
45,llm,human_b,Hugging Face,Hugging Face,required_skill,required_skill,AI/ML/Data,Framework / Library,category_disagreement,"Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face",
45,llm,human_b,Gunicorn,Gunicorn,required_skill,required_skill,Infrastructure & DevOps,Tool & Platform,category_disagreement,"Có thể sử dụng APIs: Flask, Pydantic, Gunicorn",
